text, class
senseless is a prime example of what can happen when you try to push a one-joke concept a bit too far .  director penelope spheeris is no stranger to this  having subjected audiences before to such tortures as the beverly hillbillies .  marlon wayans stars as darryl witherspoon  a college senior vying for a lucrative job at a prominent brokerage .  however  he lacks the advantages of his chief opposition  scott thorpe ( david spade  in the smarmy sort of role he can deliver in his sleep ) : an athletic record  sponsorship by a fraternity  and  most of all  a wealthy family to back him up .  in fact  darryl has to work at four jobs simply to make ends meet .  but there may be a light at the end of that tunnel .  he signs up as a human guinea pig in a neurological experiment run by the universitys dr . wheedon ( brad dourif ) .  as a result  his senses are magnified tenfold .  using his newfound abilities  he sets himself in complete pursuit of the job ( unaware that there may be some disadvantageous side-effects to having super senses ) .  naturally  marlon wayans plays this comedy at full throttle  giving jim carrey-ish amounts of physical humor .  the problem is  aside from a few genuinely inspired bits  theres not much thats funny here .  the film has its one central gag  and pads out the rest of its length with rather obvious lowbrow humor .  there obviously wasnt much thought put into the plot .  the entire job selection process is completely ridiculous .  i mean  why the emphasis on extra-curricular activities if the entire job is going to come down to a single-elimination quiz anyhow ?  and is this the only job being offered to economics majors this semester ?  to give it credit  senseless does try to create a secondary joke with darryls roommate  tim laflour ( matthew lillard ) .  apparently  he is supposed to be faddish  but the film never does anything with him  leaving him in a piercing phase throughout the movie .  his  intervention  scenes with darryl  however  do provide a rare  and welcome  laugh .  and then theres the love interest which is always pathetically tacked onto comedies like this one .  in this case  the object of darryls amor is janice ( tamara taylor )  a fellow student who wont have anything to do with darryl until he gains his super-senses .  needless to say  the romance is completely extraneous  and adds little to the film .  this is a film that desperately needed something else .  be that a good plot  more jokes ( or simply funnier ones )  or a strong character or two  anything would have helped senseless get off the ground .  as it is  all the manic exuberant mugging in the world cant help marlon wayans get this one off the ground .  , NEG
i came to an epiphany while watching the bachelor  an innocuous-enough-on-the-surface romantic comedy .  its not the sort of film in which one would expect to achieve any moment of clarity  but there it was nonetheless .  i sat there watching this marshmallow of a movie unfold when suddenly i realized what is so ridiculously wrong with the entire romantic comedy genre circa 1999 .  in a word  its the same thing thats wrong with so many movies circa 1999 : writing .  more to the point  its the refusal to acknowledge that characterizations matter when youre telling a story about a relationship .  the bachelor is merely the latest in a long line of films where were expected to get dewy-eyed over any pairing of attractive  pleasant people just because theyre attractive and pleasant .  in this particular case  attractive and pleasant exhibit a is jimmy shannon ( chris odonnell )  a single guy who has been watching his friends slowly but surely sucked into marriage .  its a scary notion for jimmy  even though he dearly loves attractive and pleasant exhibit b anne ( renee zellweger )  his girlfriend of three years .  convinced despite his reservations that its time to  sh * t or get off the pot   jimmy proposes to anne -- very badly .  anne refuses  which leaves jimmy in a very odd position when his eccentric grandfather ( peter ustinov ) dies and leaves a very specific video will .  jimmy stands to inhereit $100 million if he is married by 6 : 05 p . m . on his 30th birthday  stays married for 10 years and produces a child .  there are only a couple of minor problems : 1 ) jimmys 30th birthday is the next day ; 2 ) anne is nowhere to be found  meaning jimmy has to find another willing bride from among his many ex-girlfriends .  its a wacky  brewsters millions-esque premise ( acknowledged as such in one of the films better  more self-aware lines of dialogue )  the kind where a shallow and materialistic guy learns what really matters .  at least that would be the case if jimmy werent already a world-class altruist .  screenwriter steve cohen slides into the story an even more draconian condition in the will : if jimmy doesnt get married  not only will he lose all the money  but the family billiard table buisness will be sold out from under him  costing hudreds of jobs .  from the outset  jimmys motivation isnt cash ; its the livelihoods of his devoted employees .  its almost embarrassing for his marital misgivings to play a role in the bachelors plot development .  by any human standard  the guy is impossibly selfless .  and thats the essence of the gutlessness endemic to films like the bachelor -- the fear of giving the characters flaws to overcome on their way to happiness .  theres never any tension between the two star-crossed lovers  because theres no sense that anything remotely significant is at stake .  the blandly nice odonnell couldnt pull off a randy cad if he tried  so the filmmakers dont even let him ; zellwegers anne may have issues with her sickeningly affectionate parents as an impossible standard to live up to  but no one dares make her anything but the woman ( lightly ) wronged .  and forget about seeing enough of jimmy and anne together to feel invested in their potential reconciliation .  the parade of sit-com set pieces had better be damned funny  since theyre all that stands between us and a blissfully sweet foregone conclusion .  ill admit a couple of those set pieces are amusing  including ustinovs rantings about procreation and a restaurant full-to-bursting with men popping questions and champagne corks .  far more of them are either tedious or downright ghastly  like the shudder-inducing sight of brooke shields as an icy fortune-hunter or the hideous collection of stereotypes when hundreds of potential brides gather in a church .  youre never going to get too many raucous belly laughs from a film like the bachelor  but thats not the real problem .  nor is it the real problem that you know exactly the kind of warm-n-fuzzy conclusion its leading up to .  the problem are a beginning and middle that are equally warm-n-fuzzy -- theres no spark  no energy  no humanity .  its an emotional pudding guaranteed not to offend any consumers digestions .  weve reached a point where our proxies for cinematic romantic wish fulfillment dont even have a pulse .  the bachelor is love among the mannequins .  , NEG
are you like me ?  do you get annoyed seeing people talk on their cellulars in public places  shouting out loud  not giving a ratts ass about anyone around them  and basically just wallowing in their own self-importance ?  well if you are  than you will most likely agree with my rating of this film since it basically features a trio of annoying ladies bickering away on the phone for an hour and a half . . . only to make up and hug in the end .  aaaaaaaahhhh . . .  plot : three grown-up sisters living their own separate lives  begin to re-establish their communication lines when their dear old dad falls ill .  critique : this would be a good movie if it wasnt for the fact that its got very little to say  features uncaring people sharing annoying phone conversations  is chockfull of bad acting moments and provides less emotional satisfaction than any third-rate after-school special .  and im being nice !  how junk like this gets made is beyond me  but happy am i that the ephron sisters will finally be dealt a professional blow  considering the regurgitation level of their material had just about reached its limit .  the only true emotional moment demonstrated between meg ryans character and her dad in this film is when he hugs her and swings her around at a christmas tree lot .  wow . . . how  deep .  of course  the same christmas tune thats played in every ephron flick chimes out in the background  while characters continue to build  bonds  among one another by making reference to old  quaint movies or movie stars .  stop me . . . im  gonna cry again !  this film is a mess .  the characters are boring and irritating to watch  the plot has something to do with three selfish sisters talking on the phone a whole lot  kind of liking their father ( but not really ) and then finally realizing the error of their ways  while sharing an  emotional  moment about movie stars from the 50s .  admittedly  i was not expecting much from a film whose television trailer features meg ryan screaming every two seconds and a big dog rolling its eyes  but even i was surprised at the level of ineptitude when it came to some of the acting efforts put forth in this film .  meg did fine as the sister who cries a lot  looking as adorable as ever  but someone please put lisa kudrow inside a permanent home of limited range  cause this woman basically is that very same character that she plays in every single movie/tv show that shes in .  enough already !  and diane keaton mustve spent more time thinking about her role behind the camera in this one  cause her acting was amateurish at best .  neither one convinced in  emotional  scenes .  granted  they gave walter matthau the best lines in the film and thats probably where my rating of three points comes from .  all in all  this movie is not funny ( unless youre one to chuckle at train wrecks )  provides zero drama ( unless you consider loud phone conversations moving )  generates absolutely no emotion ( although i did tear up when meg hugged a coffee machine ) and ends on a perfectly pretentious note (  oh no  please dont get any flour on my donna karan dress ! ) .  ugh .  i suggest that all ladies take their husbands/boyfriends to see this movie if they are pissed off at them about something !  thatll teach em to mess with you !  oh and incidentally  mrs . joblo also likened this movie to a piece of cow dung flailing in the wind  so there !  then again . . . maybe  youll like it .   : )  , NEG
i have a confession .  even though i am a movie junkie-i saw eye of the beholder and yet i still watch movies-ive never seen any of the original godzillas .   ( note that godzilla 2000 is not a sequel to the u . s . godzilla released in 1998 ; its the american release of a 1999 godzilla flick called gojira ni-sen mireniamu . )  so  part of me was excited as i drove to the local multiplex to see godzilla 2000-the latest entry in an almost 50-year old franchise .  this was a long-awaited treat .  i was expecting a goofy good time  complete with bad dubbing  science fair level sets and a ludicrous plot line .  the last thing i expected was for the movie to be so ? boring .  i can only imagine what the theatre full of kids i saw this with felt .  you do get all of the  so bad theyre good  traits so normally associated with the franchise .  but you have to sit through a snoozer plot that has the organization of a rorschach blot .  its a deal i wasnt willing to accept .  hiroshi kashiwabara and waturu mimuras script crams in way too many details  and in many cases  fails to follow up on them .  the maneuver is not only disconcerting  but gives the movie a permanent logy  weighty feel .  godzilla starts off destroying power plants and then just stops .  was it a whim ?  a bold political statement ?  i dont know .  its foe  an ancient meteor that looks like prudentials logo  doesnt just fight the beast from the far east .  no  its got to have life-saving powers  a plot to erase  the data  from japan  a desire to clone and the ability to become a spaceship and then some kind of tentacled space creature .  theres a battle between the head of the godzilla prediction unit ( takehiro murata ) and a slimy government official ( hiroshi abe ) over the handling of godzilla  and personal issues .  and then theres the plucky news photographer and blah  blah  blah .  its like watching magnolia all over again-except without the good writing  keen sociological insight and aimee mann songs .  what a waste .  when the talking and the plot points stop hurtling at you  godzilla 2000 does the job-its entertaining and goes down easy .  the action scenes are cheesy in their grandeur though a little sluggish .  the dubbing is nice and awful  with murata sounding like hes in constant need of a cough drop .  as for the dialogue  one line summarizes the goofiness factor :  did anyone see that flying rock go by ?   this movie also marked the first time since the three stooges that ive heard the word  imbecile  used in casual conversation .  though the summer movie season is drying up and godzilla 2000 has its moments  i wouldnt take kids to see it .  theyll probably end up asking more questions than charlie rose .  , NEG
capsule : five friends at a stag party are involved in the accidental killing of a prostitute .  the cover-up attempt becomes a monster that eats up the friends  two wives and several innocent bystanders .  this was a real audience pleaser at toronto  but it did not do much for me .    low 0 ( -4 to +4 )  - directed by peter berg who acted in the last seduction and copland .  - five buddies go on a stag outing to las vegas while cameron diaz works through the logistics of her upcoming wedding to one of them .  one of the buddies accidentally kills a prostitute .  - several people with no moral compass .  they started out with a simple  innocent little cocaine party ( ! ) and by accident look what happened .  they have one moral person among them ( daniel stern )  and one totally amoral person ( christian slater ) .  it is more selfish to let the amoral lead  so they do .  - this film is strange  but not really funny or biting .  black comedy should actually be funny as well as strange .  there should be some element of satire .  the satire is missing here .  i did not find myself laughing here either .  what we have is a strange crime tale .  - one just does not care what happens to these people .  - the same idea of people just getting themselves in deeper and deeper has been done frequently .  if this film is popular it is just bringing a familiar plot to a new generation .  - it begins like diner ( particularly with daniel stern ) and ends up like an extended horror/crime comic book .  - there are several logical holes in script .  if a security man goes to investigate a complaint and disappears  wouldnt the guests he was investigating be the first suspects ?  someone framed for a crime in the way shown would be judged innocent after minimal forensic detective work .   ( i am desperately trying to avoid making this a spoiler . )  - popular and situation ethics get a real slamming .  - some acting of grief is hammy and overdone .  more yelling than humor .  , NEG
what hath kevin williamson wrought ?  while the horror movie revival spurred on by his _scream_ has yielded a few decent entries in the genre--_i_know_what_you_did_last_summer_  _halloween : _h20_  and _scream_2_ --it must be noted that williamson himself had a hand in the writing of those films .  those williamson-less post-_scream_ efforts  among them _wishmaster_ and the recent _disturbing_behavior_  have been frightening all right--frighteningly  insultingly _bad_ .  add to that list _urban_legend_  which takes a promising premise and runs it through a predictable meat grinder of idiocy .  the influence of williamson on screenwriter silvio horta is clear in two key areas .  first  the opening sequence  like that of _scream_  is an extended set piece detailing the singular murder that gets the proverbial ball rolling .  this sequence  in which pendleton college coed michelle mancini ( natasha gregson wagner ) is decapitated while driving  also reveals the other obviously williamson-esque touch : the killers look .  dressed in a large hooded parka  wielding an axe  the killer bears more than a passing resemblance to the _i_know . . . _fisherman   sans the hook .  one thing horta does not borrow from williamson  however  is the intriguing premise .  students at pendleton are being killed by way of urban legends--those contemporary bits of  mythology  passed from person to person  group to group  year to year that become so embedded in the social consciousness .  it hardly matters if they are true or not  such as the tall tale that mikey from the life cereal commercials died from a fatal combination of pop rocks and pepsi ( he didnt ) .  michelle  slain by the  killer lurking in the backseat  of lore  is but the first to fall prey to an urban legend come true ; as the body count rises  fellow pendleton student natalie ( alicia witt ) suspects not only a link between the murders  but a personal link to her past as well .  the setup shows promise  but the story never takes off  due in large part to horta and the director  the aptly named jamie blanks  who fires round afer round of his namesake in terms of suspense and scares .  too many of the would-be shocks are fakeouts reliant on bombastic music cues  and the films chase scenes are riddled with the cliches that _scream_ tried to subvert  like screaming damsels knowingly running themselves into dead ends when they should--and could--run out the front door .  but that is just the tip of the iceberg when it comes to cliches ; theres also the climactic villain confession  in which a contrived and way-too-convenient motive is revealed  not to mention the credit card opening up the locked door trick  which is a cliche in any film genre .  banks and hortas ( intentional ) attempts at humor are also lame ; the fact that the best gags are lazy  in-jokey references to the other credits of co-stars joshua jackson and rebecca gayheart says a lot about the imagination of their humor .  some laughs are also had when the rather predictable identity of the killer is revealed  but im not so sure if some of the more hilarious things about it were meant to be so .  the filmmakers dont get much help from their onscreen talent .  i was far from a fan of bland _i_know . . . _  starlet jennifer love hewitt  but id talke her any day ove the dreadfully stiff and uncharismatic witt  whose inept attempts at emoting were often met with laughter ; witt has a pefect foil in her equally pesence-challenged leading man  jared leto .  _dawsons_creek_ star jackson mugs his way thorugh a glorified cameo ; gayheart displays all the depth and range of  well  a noxzema spokeswoman ; and robert englund lends the film little more than his freddy krueger pedigree as a folklore professor .  granted  the cast is hampered by their material .  loretta devine  who has done some fine work in films such as _waiting_to_exhale_  is saddled with the ridiculous role of a pam grier-worshiping campus security guard .  the recently resuscitated horror genre cannot rely on the efforts one man--namely  kevin williamson--to stay alive .  if other filmmakers continue to make such shoddy product as _urban_legend_  the genre looks to once again go the way of screen slashers many victims .  , NEG
warner brothers has scored another marketing coup .  the one-two punch was started in the summer  with the release of batman forever .  trailers for ace ventura 2 were bundled with the bat  ensuring that every jim carrey fan in the free world would know about the impending sequel .  carrey went on to win raves as the riddler and the ever-wise warner chose halloween as the release date for the video ( $11 . 99 at wal-mart ) ; a mere two weeks before carreys return in this marketwise  but misfired comedy .  ace ventura : when nature calls is a painful reminder of just how grating the rubber-faced comic can be when allowed to perform within an uncontrolled environment .  he may have been brilliant under the direction of joel schumacher  in batman forever  but  here  left to his own devices  carrey quickly wears out his welcome .  the opening sequence is by far the best--an amusing spoof of cliffhanger  with ace performing a mountain rescue of a stranded raccoon .   ( you can guess what happens to mr . paws .  hint : it sounds like splat . )  the plot quickly shifts to a temple in the himalayas  and then to not-so-darkest africa  where ace is on the case of a missing white bat .  with his hair and limbs both wildly askew  carrey flies through his routine in about thirty minutes .  the rest of the film is just more of the same .  sure  the plots linear  and the production values solid  but where is the scripted humor to support carreys sloppy slathering ?  writer and director steve oderkerk provides precious few set-ups .  instead  carrey just mugs away  playing for the camera even when most of it isnt funny .  the better gags have been shown in the ads  though a bit with ace emerging buck-naked from the backside of a mechanical rhino is something to see .  though an arguable improvement over the original  ace ventura : when nature calls is still a snooze for anyone over the age of ten .  the script is virtually devoid of wit .  tribal mask jokes ?  jerry lewis cameos ?  forget it .  if anything  the inexplicable presence of simon callow ( four weddings and a funeral ) and bob gunton ( the shawshank redemption ) suggests that working with carrey is the classical actors ultimate challenge .  just how long * can * they keep a straight face ?  , NEG
synopsis : wealthy cuban landowner luis ( banderas ) gets more than he bargained for when he sends away for an american bride .  not only does his new wife turn out to be the beautiful julia ( jolie )  she also harbours a secret past of dubious merit .  soon  julia has absconded with both luis fortune and his heart  and as he pursues his wife through the cuban underworld  luis begins to realise that  for him  there is no turning back .  review : given the absurdism of its would-be plot  its unlikely that  original sin  could have been turned into a reputable piece of filmmaking  regardless of writer  director or stars .  this is  at its heart  b-movie junk : a lurid melodrama which appeals to neither the brain nor the heart but to the nether regions .  that said   original sin  could at least have become enjoyable junk had the filmmakers embraced its trashiness and indulged in it .  instead  cristofer seems to have mistaken this for a serious production  and directs it as such .  the result is a vapid  uninteresting morass of obvious crosses and double crosses  as likely to incite a yawn as a thrill .  consider the initial sex scene between banderas and jolie : brightly-lit and mostly filmed from above  it looks like an excerpt from an amateur soft porn show .  cristofer doesnt even manage to capture the allure of cuba ; instead of portraying his setting as a steamy  sensuous island paradise  it appears bland and lifeless .  at least banderas and jolie manage to inspire some interest ; there are hints at times that they want to have more fun with the script  but arent being given the chance .  the same cannot be said of jane  whose billy is nebbish and transparent .  also unwise is the jolie framing sequence  which practically gives away the films denouement .  , NEG
when a pair of films from the same director gets released just three weeks apart  it could mean one of two things : that the recently overworked individual is due for a well-deserved rest  or that either of these movies has been sitting in a studio safe for a while and the timing is merely a coincidence .  the latters the case with john mctiernan and  the thirteenth warrior   which finally hits theatres a year and counting after its original spring 98 opening - and fast on the heels of mctiernans  the thomas crown affair  remake  a flick that got good reviews .  you dont have to believe superstitions to wager a guess that  thirteenth  wont be so lucky .  reportedly shelved following skirmishes between mctiernan and producer michael crichton  whose  eaters of the dead  novel provides  warrior  s source ( and its initial title )  this messy melange of culture-clash drama and brutal warfare feels empty and sluggish - sorta like  braveheart  without any of the passion .  but the bloodshed certainly remains : theres enough carnage on display here to satisfy those in search of purely visceral thrills  though please note that the admittedly pungent battle sequences containing all this death and dismemberment alternate with talky passages interminable in their dullness .  these circa-10th century clashes involve a roving band of cannibalistic creatures capable of decapitating opponents with their bare hands and a dozen norse soldiers out to stop them from terrorizing the viking countryside .  the good guys are loud  crude  often unintelligible and - judging from their highly icky hygiene habits -- pretty smelly to boot  which makes them perfect foils for the dignified arab ambassador ( antonio banderas ) who tags along quite reluctantly .  theyre also so hard to tell apart that it hardly matters when a few of them meet violent demises .  youll wince  youll groan  youll grouse   havent we seen this guy killed twice before ?   banderas stands confused amidst the chaos  partaking mostly from a distance as savages in darth maul facepaint and draped in the latest animal-skin fashion run amok .  hes not the hero - his soulful eyes and lean build dont exactly herald a champion of shwarzenegger proportions - and  the thirteenth warrior  wisely doesnt pretend he is  allowing his foreign and physically imposing co-stars to step into the spotlight when the going gets rough .  let the characters interaction sans swords and shields  however  and theres still a struggle - for the audience to follow or even care about the story .  it isnt the end until audiences have witnessed a half-baked romance  murky political intrigue  veteran actor omar sharif (  funny girl  ) dropping by in a cameo role and a climactic  indiana jones and the temple of doom  -esque chase through the villains underground lair .  all this clutter receives stunning visual treatment courtesy of cinematographer peter menzies jr .  but the collaboration between  die hard  -helmer mctiernan and  jurrasic park  -creator crichton should have yielded more than sumptuous sights  graphic action and unintentionally telling moments .  heard during  the thirteenth warrior  s final scene : a dog whimpering .  how appropriate .  , NEG
  the red violin  is a cold  sterile feature that leaves you uninvolved and detached .  its a movie that seems almost clinical  as it traces the 300-plus-years history of the legendary musical instrument of the title .  opening in the 17th century  the story shows how violin-maker nicolo bussotti created the instrument as a gift for his unborn son .  but when tragedy strikes  the violin becomes the personification of its makers grief .  from there the violin comes into the hands of an orphaned child prodigy at an austrian monastery .  again  tragedy strikes as the child is struck down at the moment of his triumph .  we follow the violin through the centuries as it finds a home in england and in maos communist china before being discovered by expert charles morritz ( samuel l . jackson )  who mounts a painstaking investigation to prove its authenticity .  the violin becomes morritzs obsession  just as it is for all those who converge on a montreal auction house to bid on it .  morritz  however  is the only one who knows the secret of the instrument and can understand and appreciate its creators intention .    the red violin  could have been a touching  inspirational story  as soaring as a beethoven symphony .  however director francois girard fails to make any emotional connection with the viewer .  here is a story that could have made use of various camera angles and lighting to heighten its impact .  girard  for some unknown reason  uses mostly master shots  keeping his camera - and thus us - at a distance .  we get no feel for the miracle that is the violin .  its resonance  its purity of sound are not emphasized enough to make an impression .  nor are any of the performances memorable .  its as if girard wanted all his actors to play second fiddle to his violin .    the red violin  promises much  but delivers little .  it is dull at times  a bit pretentious and a might murky .  the movies music soars over its story and performers .  and that is its only saving grace .  , NEG
there have been merchant-ivory costume dramas with more of a pulse than  the mod squad   a self-consciously  hip  cinematic rendering of the old tv series still looked upon fondly by so many baby-boomers .  well  said  squad  certainly wont be a pleasant viewing experience for them or anybody else  maybe even the teen target audience the movie has been geared towards .  a contemporary take on this decidedly 70s show doesnt exactly seem unwarranted  but one wonders if the mold it accumulated while waiting on the shelf didnt transform into a full-blown case of botulism .  how curious that the film begins by defining both mod and squad  insisting that the latter is a group of people working together and then contradicting this definition by keeping its titular trio apart for a sizeable chunk of the running time .  they are julie  pete and linc  reformed delinquents working undercover for the lapd ( exposition put out of the way so fast that youre likely to be lost from the opening moments on )  and they are respectively played by claire danes  giovanni ribisi and omar epps  talented actors each deserving of better than this .  their plight involves standard cop-corruption stuff  as our would-be protagonists catch wind of an internal cover-up after their superior ( reliable dennis farina  one of the best things here and gone so quickly ) gets killed and framed for drug trafficking .  they pout a lot and eventually get cracking to expose this convoluted conspiracy using surveillance tactics that would impress the hardy boys and linda tripp but few others .  when youre supposed to be asking   whats going to happen next ?    youll instead entertain thoughts like  who are these people and why should i care ?   or  arent thrillers supposed to contain thrills ?   not that danes  epps and ribisi dont give it a shot .  danes can do the troubled teen thing in her sleep  as evidenced by  my so-called life   but shes saddled with a mysterious-boyfriend ( josh brolin ) subplot so see-through you begin to seriously question her so-called intelligence .  ditto for ribisis (  saving private ryan  ) looney loose cannon  though at least he performs with a wild-and-crazy vigor that occasionally demands attention .  but epps - poor epps .  epps (  higher learning  ) is so short-changed hes reduced to literally waiting around for a bad guy to chase him .  all this sloppiness can be attributed to the screenwriters  one of whom  scott silver  is also the director .  they must think that if they dress up their stupid story in such spiffy trappings ( the look of the film is really quite impressive )  itll somehow pay off  but this  mod squad  plods anyway .  characters are non-existent ; present are just some good-looking young things modeling cool levis and cooler attitudes .  plot hardly escapes confusing convention .  and the one genre element youd think would be show up in generous portions - a few nifty explosions  some fights  any kind of action whatsoever - only rarely makes it to this dull gabfest .  all those quick to put down last months inept but serviceable  my favorite martian  update need to take a step back .  heres a small-to-big-screen translation that really shouldve stayed in its former incarnation   mod  or not .  , NEG
ready to rumble is not a masterpiece in film ; i have a problem even regarding it as a film .  its more of a show  a big commercial for ted turners world championship wrestling ( wcw ) .  the movie is almost entirely about and fully showcases the wrestlers of the wcw like diamond dallas page  goldberg  and sting .  the story is very minimal and basic .  there are these two guys  gordy ( david arquette ) and sean ( scott caan ) .  they are two twenty-something wrestling fans from wyoming .  when they go to a live event for the big match up  there favorite wrestler jimmy king ( oliver platt ) is defeated and his career is announced to be over by the mean commissioner titus ( joe pantoliano ) .  gordy and sean decide to go on a quest to find jimmy and bring him back to the top and defeat the evil titus plans .  on the way  they meet some people  have some fun  and clean up some port-o-potties .  sounds great huh  well its not .  the movie makes many attempts at humor  only a few of them work .  the jokes that make you laugh  however  do not outnumber the films many duds .  there is a funny repertoire between arquette and a convenience store cashier played by ahmet zappa .  the cashier is very mean to arquette so arquette dreams of ways to get him back .  i especially enjoyed one version in which they have a wrestling match and arquettes tag team partner is macho man randy savage .  they wrestle between the aisles knocking over cans and getting body slammed on the floor .  the other good part of the film is the sexual confrontation between arquette and rose mcgowan .  mcgowan plays sasha the head nitro girl  the cheerleaders of the wcw .  she becomes attracted to gordy and they have some nice  funny scenes together especially one scene in which arquette calls mcgowans breasts foreign objects than punches her directly into the face .  now what didnt work in this movie ?  that would be the rest of it .  the flick was filled with stupid potty humor about farts and toilets .  the two lead characters work for a port-o-potty cleaning company and when they crash the truck  the excrements spill all over the road .  its not funny ; its pathetic and brainless .  the film is giving homage to how blindly faithful of their wrestlers but not all wrestling fans are that way .  i watch it for entertainment and i would think some people would take offense to what is said throughout the movie .  the main characters in the film actually get to wrestle  like that would happen to any fan  especially to 2 that stalk a wrestler and sneak him back onto set .  also  i wondered how they got into the backstage so easily ; they just walked right in .  i like wrestling .  i watch it at home and laugh .  its continuously funny and has great characters otherwise i wouldnt watch it .  this movie wasnt even funny or fun to watch like the wrestling on tv .  the only fun i had in the movie was pointing out the wrestlers i knew .  the funny thing was that many of the wcw featured wrestlers like saturn and chris benoit have left wcw for more money but are still featured in the film prominently .  the movie was too dim-witted to be funny .  it is possibly the most useless and under-developed film ever .  a recent film in this genre of fans would be the kiss fan film  detroit rock city .  that movie was interesting  well done and continuously funny unlike this film .  the acting was good plus the jokes had humor and made you laugh .  now that the scream trilogy is over  arquette has nothing else to do so he has to do crap like this and be a spokesman in those dumb 1-800-call-att ads .  at least he has a hot wife in courtney cox .  hes in the funny parts of the film but there arent enough to make him look good .  the music was bad also feature such overplayed tunes as kid rocks  bawitdaba  and  cowboy  .  martin landau has a great cameo as a classic  hard-nosed wrestling trainer named sal that whips the king back into shape to regain his throne .  script is important to a film but this piece of crap could have been made with a couple of scribblings on a napkin .  a fan of the wrestlers who are featured in the film probably wrote it .  at times the movie even tries to show wrestling as real .  the wrestlers form alliances  go to peoples houses and beat them up .  its utterly ridiculous .  the whole film was a wasteful  dumfounding experience .  the movie was made to pay homage to the fans  telling them things that made wrestling  not the wrestlers .  the wrestlers are making more money to make a movie to thank the fans for begin fans by paying 5 dollars to see a potty-humor movie .  the wcw sucks and this movie is just a pathetic two-hour commercial to watch it .  if youre going to watch wrestling watch wwf  its actually entertaining .  the wrestling is betters  theyre funnier  more diverse  and have better entrance themes .  oh and the girls are hotter .  is this what movies have become  2 hour-long commercials that you have to pay to see ?  dont waste your money .  , NEG
wyatt earp details thirty-five years in the life of same from around 1865 to 1900 .  after seeing the movie speed twice recently  i kept thinking that i was seeing wyatts life pass before my eyes in real time .  this movie was boring  slow  boring  and slow .  there were a few scenes that tried to be great scenes that tried too hard and just fell flat .  the script happily woman-bashes but also tries to sound like an 80s movie .  they cannot have it both ways .    i now pronounce you husband and wife .   sure  they said that in the 1800s .    entrepreneur .   sure .  every bit of male-ego-stroking dialogue that wyatts third wife speaks to him made me sick to listen to it .    oh  the script was written by two men ?     no kidding !   the movie is torture to sit through .  the scenery is boring .  the fades were either awkward or cliche or to self important .  can you say poor editing ?  everyone looks ugly in this movie .  when you shoot people from under their chins  they look like they have double chins .  kevin costner has never looked worse .  he should sue .  he looks like he gained the 43 pounds that dennis quaid lost .  dennis quaid is marvelous .  if you have to see this movie just for his performance  go into the theatre at the movies halfway mark .  doc holliday ( quaids character ) shows up at about the 90-minute mark .  gene hackman is very good .  is he in the credits ?  i dont remember seeing his name .  mare winningham makes the best of a small role as wyatts second wife .  annabeth gish is good as wyatts first wife .  i though that jamie gertz played wyatts third wife  but i later heard that her name is joanna going .  she looks great but her dialogue sucks .  she also seems way to young for costner .  costner seems way to old for 90% of this movie .  in his first scene he is supposed to be about 19 years old .  yeah  right .  catherine ohara and jobeth williams are always good and totally wasted here .  this is the worst movie that i have seen in years .  the last action hero was better that this .  go see maverick if you want to see a western .  bullets for dennis quaids performance only .  , NEG
david schwimmer ( from the television series  friends  ) stars as a sensitive ( and slightly neurotic ) single guy who gets more than he expected from the grieving mother ( barbara hershey ) of a classmate he cant remember .  hello mrs . robinson !  though quite cute as a romantic comedy  the pallbearer is paced like a funeral march .  the characters act  react  and interact at half-speed  making for one * excruciatingly * long sit .   ( and whats with the dreary lighting ? )  co-writer/director matt reeves brings some snap to the storys midsection ; the film briefly comes to life when our hero attempts to resolve his feelings for * another * classmate ( a very appealing gwyneth paltrow ) .  by this time  though  most viewers will have either fled or fallen asleep .  those tough souls who stay with it can marvel at the sleepy-eyed schwimmer  a hound dog with a head cold  who can go for over an hour without ever changing his expression .  , NEG
