Gender,Age,State,Vote,text,,,,
female,55,Florida,Positive,IT CONTAINS IMPORTANT PROVISIONS FOR BROADENING HEALTHCARE COVERAGE AND MAKING IT MORE AFFORDABLE AND ADDRESSES PRE-EXISTING CONDITIONS.,,,,
female,68,Pennsylvania,Positive,BECAUSE THE ONE WE'VE GOT IS NOT WORKING AND WE HAVE TO DO SOMETHING.,,,,
female,70,Florida,Positive,I HAVE CHILDREN WHO DON'T HAVE INSURANCE.,,,,
male,88,Michigan,Positive,GOOD FOR EVERYBODY.,,,,
female,57,Georgia,Positive,LACK OF AVAILABLE HEALTHCARE FOR TOO MANY CITIZENS.,,,,
female,54,Indiana,Positive,MY GRANDCHILDREN ARE AUTISTIC AND THEY ARE JUST NOW GETTING A LOT OF ORGANIZATIONS TO HELP WITH THAT AND THEY NEED SPECIAL NEEDS.,,,,
male,52,Missouri,Positive,WE NEED HEALTHCARE.,,,,
male,59,Kansas,Positive,IT DOES NOT WORK FOR MOST AMERICANS THE WAY IT IS NOW.,,,,
female,0,New_York,Positive,BECAUSE I THINK EVERYONE SHOULD HAVE ACCESS TO THE GOOD LIFE AND BETTER HEALTHCARE.,,,,
female,78,Oklahoma,Positive,"BECAUSE THOSE OF US WHO PAY AND HAVE INSURANCE, AH WE'RE PAYING FOR THE ONES WHO DON'T HAVE IT, WERE PAYING EXTREMELY HIGH AND THAT IS THAT GOES FOR THOSE THAT DON'T HAVE COVERAGE SO SOMEBODY HAS TO PAY IT.",,,,
female,72,Missouri,Positive,BECAUSE I THINK IT'S NEEDED BY PRESIDENT OBAMA AND I THINK HE'S A SMART ENOUGH MAN TO KNOW WHAT WE NEED.,,,,
female,32,Illinois,Positive,"I THINK IF THEY DON'T DO ANYTHING ABOUT HEALTHCARE, THE INSURANCE COMPANIES WILL CONTINUE TO INCREASE THEIR PREMIUMS UNTIL NO ONE CAN AFFORD IT.",,,,
male,77,Nebraska,Positive,WE NEED IT. ,,,,
male,74,Michigan,Positive,I WANT EVERYONE THAT EXPERIENCES POOR HEALTH TO EXPERIENCE WHAT I HAD.,,,,
male,87,Massachusetts,Positive,I THINK WE ALL NEED IT BUT CAN'T AFFORD IT.,,,,
female,75,Indiana,Positive,SOMEBODY HAS TO DO SOMETHING AND NOBODY'S DONE ANYTHING FOR YEARS AND YEARS.,,,,
female,51,Washington,Positive,BECAUSE I HAVE NO HEALTHCARE. ANYTHING IS BETTER THAN NOTHING.,,,,
male,26,Washington,Positive,EVERYBODY SHOULD BE COVERED WITHOUT GOING POOR.,,,,
female,45,Pennsylvania,Positive,"AH, I BELIEVE THAT THE SYSTEM NEEDS TO BE FIXED AND THE WAY IT'S BEING DONE NOW IS NOT EFFICIENT, COST MORE IF WE DON'T FIX IT.",,,,
female,73,Florida,Positive,I HAVE A DAUGHTER-IN-LAW AND SON THAT NEED HEALTHCARE.,,,,
male,54,North_Carolina,Positive,TRY TO IMPROVE THE YOUNG GENERATION. MAKE A CHANGE FOR THEM.,,,,
male,65,Maryland,Positive,BECAUSE I THINK IT WILL BRING BETTER HEALTHCARE TO EVERYONE IN GENERAL.,,,,
female,0,New_York,Positive,BECAUSE I'M UNEMPLOYED.,,,,
female,55,Texas,Positive,WE ARE PAYING FOR IMMIGRANTS AND WE MIGHT AS WELL DO SOMETHING FOR OURSELVES.,,,,
female,32,New_York,Positive,BECAUSE I THINK IT'S GOING TO BE BETTER FOR THE POPULATION. BECAUSE EVERYBODY IS GOING TO HAVE ACCESS TO HEALTHCARE.,,,,
male,56,Washington,Positive,"WE HAVE TO DO SOMETHING, WE ARE IN A TRAIN WRECK RIGHT NOW. WE DON'T NEED TO BE HAVING PRES AND CEOS TAKING HUGE BONUSES. THEY ARE OUT OF CONTROL, LAWYERS AND FRIVOLOUS LAWSUITS.",,,,
female,80,Ohio,Positive,IT IS THINGS THAT PEOPLE NEED. A LOT OF THEM DO NOT HAVE ANY OTHER WAYS OF GETTING IT.,,,,
female,0,Florida,Positive,I THINK IT WILL HELP THE SENIOR CITIZENS.,,,,
male,49,New_York,Positive,FOR PEOPLE WHO DON'T HAVE HEALTHCARE.,,,,
female,76,Florida,Positive,I HAVE SEEN PEOPLE COME TO THE HOSPITAL THAT COULDN'T GET THE MEDICAL ATTENTION THAT WERE SICK.,,,,
male,73,New_York,Positive,BECAUSE OF HEALTHCARE COSTS ARE SKYROCKETING AND NOT BEING ABLE TO AFFORD THEM.,,,,
male,45,Alabama,Positive,NEED MEDICAL INSURANCE.,,,,
female,64,Massachusetts,Positive,"BECAUSE WE DON'T HAVE IT, THERE ARE PEOPLE OUT THERE THAT ARE SUFFERING BECAUSE THEY CAN'T AFFORD IT.",,,,
female,37,New_York,Positive,IT NEEDS TO MOVE FORWARD. I THINK WE NEED TO TRY IT.,,,,
male,47,Georgia,Positive,AMERICAN PEOPLE SHOULD GET AFFORDABLE HEALTHCARE.,,,,
male,77,Arizona,Positive,I BELIEVE EVERYBODY IS ENTITLED TO IT.,,,,
female,39,Maryland,Positive,I KNOW A LOT OF PEOPLE NOT HAVING HEALTH AND I THINK PEOPLE NEED TO HAVE SOMETHING AND I LIKE THAT I CAN KEEP WHAT I HAVE.,,,,
male,80,Arizona,Positive,WE HAVE TO STOP RISING INCREASES BY HMO AND WE HAVE TO STOP DENYING HEALTHCARE DUE TO PRE-EXISTING CONDITIONS.,,,,
female,61,Georgia,Positive,EVERYBODY DESERVES HEALTHCARE AND STOP THE INFIGHTING AND GET TO WORK.,,,,
male,86,California,Positive,I WOULD PICK IT AMONG OTHER OPTIONS.,,,,
female,45,California,Positive,WE NEED AFFORDABLE HEALTHCARE FOR EVERYONE.,,,,
female,40,Mississippi,Positive,BECAUSE OF PEOPLE'S HEALTH AND WE NEED IT.,,,,
female,87,California,Positive,I NEED THE MEDICARE. SO I NEED TO HAVE SOMETHING PASS THAT WILL. I THINK HE IS ON THE RIGHT TRACK.,,,,
female,39,Maryland,Positive,THERE ARE TOO MANY AMERICANS WITHOUT HEALTHCARE THAT SHOULD HAVE HEALTHCARE.,,,,
male,77,North_Carolina,Positive,BECAUSE RIGHT NOW I'M TALKING ABOUT SMALL SOCIETY. THERE IS A GOOD AMOUNT OF PEOPLE I KNOW THAT WHEN THEY HAVE A TOOTHACHE THEY HAVE TO RUN TO A DOCTOR OR EMERGENCY ROOM BECAUSE THEY HAVE NO COVERAGE THEY CAN AFFORD. THEY SHOULD OPEN IT UP TO EVERYONE.,,,,
male,77,Tennessee,Positive,WE HAVE A LOT OF PEOPLE THAT CAN'T EVEN GET IN THE HOSPITAL IF THEY DON'T HAVE HEALTHCARE. IT DON'T BOTHER ME BUT A LOT OF PEOPLE IT DOES.,,,,
male,51,New_Mexico,Positive,BECAUSE WE NEED TO COVER EVERYONE.,,,,
female,58,Mississippi,Positive,"TO HELP WITH CARING FOR THE NEEDY, THE ONES THAT CAN'T AFFORD IT.",,,,
male,73,California,Positive,WE NEED TO GET RID OF HEALTH INSURANCE COMPANIES.,,,,
female,52,California,Positive,IT IS IMPORTANT THAT EVERYONE HAS HEALTHCARE.,,,,
male,43,Washington,Positive,BECAUSE TOO MANY PEOPLE DON'T HAVE IT THESE DAYS.,,,,
male,53,California,Positive,"COMPANIES, DOCTORS ABUSE THE SYSTEM. WE NEED CONTROL. PEOPLE AREN'T DOING WELL.",,,,
female,18,California,Positive,"BECAUSE WE ONLY HAVE SO MANY PEOPLE, AND I NEED TO BE ABLE TO GET HEALTHCARE.",,,,
male,40,Texas,Positive,I THINK EVERYONE SHOULD HAVE THE RIGHT TO GOOD HEALTHCARE.,,,,
female,0,Virginia,Positive,"TOO MANY PEOPLE WITHOUT HEALTHCARE, SENIOR CITIZEN CAN'T AFFORD.",,,,
male,49,Virginia,Positive,"TOO MANY PEOPLE IN AMERICA DON'T HAVE HEALTHCARE, AND BECAUSE HEALTHCARE ARE SPIRALING OUT OF CONTROL.",,,,
female,74,California,Positive,IT WILL BENEFIT THE COUNTRY.,,,,
female,0,Florida,Positive,"THEY HAVE TO HAVE THE PUBLIC OPTION. IT IS GOING TO BETTER. MOST MAJOR COUNTRIES IN THE WORLD HAVE IT. IT ALLOWS PEOPLE TO HAVE A CHOICE. THE INSURANCE COMPANY EXISTS FOR PROFIT, NOT FOR HELPING PEOPLE. MYSELF INCLUDED, I HAVE INSURANCE TOO. THEY DON'T PAY FOR THINGS THEY SAY THEY'RE GOING TO PAY FOR. PEOPLE ARE SUFFERING AND DYING BECAUSE OF THAT.",,,,
female,65,North_Carolina,Positive,"EVERYBODY NEEDS SOME FORM OF HEALTHCARE, I DON'T MIND GIVING UP A FEW DOLLARS.",,,,
male,58,Washington,Positive,"THERE'S A NEED FOR PEOPLE TO HAVE HEALTHCARE AVAILABLE FOR THEM, AND WE'RE GETTING RIPPED OFF BY INSURANCE COMPANIES.",,,,
female,60,Maryland,Positive,"WE ARE BROTHERS, PEOPLE, AND WE SHOULD HAVE HEALTHCARE FOR EVERYONE EVEN IF I HAVE TO PAY A LITTLE BIT MORE.",,,,
male,65,California,Positive,"I THINK THAT EVERYBODY DESERVES HEALTHCARE, AND MOST OF THE FIRST WORLD ALREADY HAVE THIS, AND IT WOULD HELP CUT COSTS IN THE LONG RUN.",,,,
male,45,California,Positive,THE MAIN REASON IS TO PREVENT EXCLUSION FOR PRE-EXISTING CONDITIONS. ANOTHER IS INSURANCE PORTABILITY.,,,,
male,59,West_Virginia,Positive,"I THINK WE HAVE TO GET A START, THE PROBLEM, I AM NOT COMPLETELY HAPPY WITH HOW IT'S TURNED OUT AND SO MUCH BLOCKING OF EVERYTHING THAT THEY HAVE TRIED. WOULD LIKE TO SEE SINGLE PAYER, IF THEY DON'T START NOW WHEN WILL THEY START, WE GOTTA GET THEM TO BREAK THE ICE AND GET SOMETHING THAT THEY CAN BUILD ON.",,,,
female,35,Texas,Positive,"BECAUSE A LOT OF PEOPLE SHOULD BE ABLE TO GET AFFORDABLE HEALTHCARE, LOW INCOME FAMILIES SHOULD.",,,,
female,76,Florida,Positive,EVERYONE IN THIS DAY SHOULD BE COVERED.,,,,
male,72,Virginia,Positive,"TO AT LEAST GET IT GOING, GET SOMETHING GOING.",,,,
female,87,Arizona,Positive,"A LOT OF PEOPLE IN THIS COUNTRY NEED HELP WITH HEALTHCARE. INSURANCE COMPANIES ARE MAKING A MINT, IT'S SKYROCKETING, THEY RAISE EVERY YEAR, BELIEVE ME, I KNOW.",,,,
male,52,California,Positive,"I THINK SOCIAL JUSTICE, VERY GOOD FOR THE ECONOMY, OUR CURRENT HEALTHCARE SYSTEM DOESN'T MEET THE STANDARDS OF A MODERN INDUSTRIALIZED NATION, UPDATING WILL BE GOOD FOR THE ECONOMY.",,,,
female,71,Florida,Negative,"PASSING THINGS IN THE MIDDLE OF THE NIGHT, TERRRIBLY EXPENSIVE, AND THEY NEED TO START OVER AND DO IT PROPERLY.",,,,
male,48,Georgia,Negative,I BELIEVE IT'S GOING TO SCREW EVERYTHING UP WITH THE GOVERNMENT GETTING INVOLVED. YOU WON'T BE ABLE TO GET THE CARE YOU NEED. PEOPLE WILL BE TURNED AWAY.,,,,
male,53,New_Jersey,Negative,I DON'T THINK SOCIALISM WORKS.,,,,
male,33,Connecticut,Negative,"BECAUSE IT IS TAKING OVER ONE-SIXTH OF OUR ECONOMY, AND I DON'T WANT IT NATIONALIZED AND MARKETED WITH NO RESTRICTIONS.",,,,
female,52,New_York,Negative,NOT MEETING THE NEEDS.,,,,
female,55,Indiana,Negative,"THEIR HEALTHCARE BILL, AS IT IS DESIGNED RIGHT NOW, IS NOT EVEN A HEALTHCARE BILL. IT IS DESIGNED TO CRASH THE AMERICAN ECONOMY SO THEY CAN REBUILD US AS A SOCIALIST STATE.",,,,
male,49,Michigan,Negative,BECAUSE THEY HAVE ABORTION ATTACHED TO IT AND THE FUNDING OF IT.,,,,
male,78,Michigan,Negative,"IT'S JUST NOT THOUGHT OUT . . . IT'S STRICTLY POLITICAL, TO OVERTHROW ONE-THIRD OF THE ECONOMY, IT'S A GOVERNMENTAL POWER GRAB , TOO MUCH GOVERNMENT CONTROL.",,,,
male,65,Connecticut,Negative,BECAUSE IT IS RUN BY THE U.S. GOVERNMENT AND ANYTHING THE U.S. HAS IS NO GOOD. THEY LOST ALL THEIR FARMS BECAUSE OF RONALD REAGAN.,,,,
male,53,Ohio,Negative,"GOVERNMENT INVOLVEMENT, HIGHER COSTS, LESS CARE, LESS FREEDOM OF CHOICE.",,,,
female,70,New_Jersey,Negative,IT'S TOO FAST.,,,,
male,53,Georgia,Negative,"I FEEL THAT THEY ARE TRYING TO LEAN TOWARDS WHAT EUROPEAN COUNTRIES. NONE OF IT WORKED. ALL FAILED. EVERYBODY THAT'S TRIED HAS FAILED. IT WILL HURT ME. I'M DIABETIC AND IT WOULD PUSH ME INTO SOMETHING. I HAVE A DOCTOR WHO TAKES CARE OF ME. IF THEY GO WITH THE REFORM, I CAN'T CHOOSE MY DOCTOR.",,,,
male,27,Massachusetts,Negative,"SHOULD HAVE HEALTHCARE THAT WORK AND DESERVE TO HAVE HEALTHCARE, NOT FOR THE UNEMPLOYED.",,,,
female,70,Florida,Negative,IT IS NOT FOR . . . I THINK WE CAN DO BETTER. IT IS NOT GOING TO HELP THE MAJORITY OF THE PEOPLE.,,,,
male,30,Virginia,Negative,I THINK IT'LL INCREASE COSTS FOR EVERYONE.,,,,
male,50,Indiana,Negative,"I DON'T THINK IT'S WELL THOUGHT OUT, THEY NEED TO REDO IT.",,,,
male,53,North_Carolina,Negative,"IF EVERYONE HAS TO PAY FOR IT, IT KIND OF TAKES OUR RIGHTS AWAY. WE SHOULD ALL GET THE SAME HEALTHCARE COVERAGE POLITICIANS GET IF THIS GOES THROUGH. ALL OF US GET EXACTLY THE SAME THING.",,,,
male,61,West_Virginia,Negative,GOVERNMENT CONTROL.,,,,
male,28,Virginia,Negative,DON'T THINK IT'S SUSTAINABLE.,,,,
female,69,Ohio,Negative,I DON'T THINK IT'S A GOOD DEAL FOR THE AMERICAN CITIZENS.,,,,
male,22,Kentucky,Negative,"I THINK THAT IN ORDER TO PRESERVE THE CURRENT QUALITY OF HEALTHCARE, THAT THE CURRENT BILL WILL NOT PRESERVE THE CURRENT QUALITY OF HEALTHCARE.",,,,
female,81,Indiana,Negative,THE WASTE OF MONEY.,,,,
female,56,New_York,Negative,TOO EXPENSIVE AND TOO CATASTROPHIC.,,,,
female,39,Virginia,Negative,"THE COST TO ME, AND THAT PEOPLE WHO CHOOSE TO HAVE UNHEALTHY LIFESTYLES, LIKE DOING DRUGS AND SMOKING, I SHOULDN'T HAVE TO PAY FOR.",,,,
female,64,Texas,Negative,THE COST.,,,,
female,63,Florida,Negative,I DON'T THINK PEOPLE SHOULD GET THINGS FOR NOTHING.,,,,
male,72,Texas,Negative,COST.,,,,
male,40,Indiana,Negative,GOVERNMENT TAKEOVER AND INCREASED DEBT.,,,,
female,75,Illinois,Negative,THE MONEY.,,,,
male,72,Michigan,Negative,DON'T THINK IT'S FAIR BECAUSE I CAN'T AFFORD IT.,,,,
female,31,Missouri,Negative,"I DON'T THINK THE GOVERNMENT SHOULD CONTROL HEALTHCARE. IT'S TOO BIG, AND IT WILL FALL THROUGH THE CRACKS.",,,,
female,69,Missouri,Negative,WE CANNOT AFFORD IT.,,,,
male,57,Oklahoma,Negative,GOVERMENT CONTROL OF HEALTH BENEFITS. DON'T WANT THEM.,,,,
female,66,Texas,Negative,IT WILL BE SOCIALIZED MEDICINE.,,,,
female,59,North_Dakota,Negative,"THEY HAVEN'T SAT AND LOOKED AT IT. THEY SHOULD REFORM INSURANCE, NOT HEALTHCARE. THEY AREN'T THINKING ALL THE WAY THROUGH. THE BIG PICTURE IS IT'S TOO MUCH.",,,,
female,57,Mississippi,Negative,IT AIN'T GONNA WORK.,,,,
male,55,Minnesota,Negative,COSTS TOO MUCH.,,,,
male,0,Wisconsin,Negative,COST.,,,,
male,58,Texas,Negative,"I DON'T THINK THEY HAVE ANY IDEA WHAT THEY NEED TO DO YET, THEY STILL NEED TO WORK ON IT.",,,,
male,63,Florida,Negative,"WE'RE IN DEBT, AND HE WANTS TO SPEND ANOTHER TRILLION DOLLARS, AND IT'S NOT GONNA WORK.",,,,
male,43,Oklahoma,Negative,THERE IS NO FREE LUNCH.,,,,
male,60,Minnesota,Negative,COSTS TOO MUCH MONEY.,,,,
female,67,Texas,Negative,WE CANNOT AFFORD IT.,,,,
male,51,Illinois,Negative,JUST DON'T THINK IT'S GOING TO WORK OUT WELL AND WILL DRIVE THE COST OF HEALTHCARE UP.,,,,
male,29,Illinois,Negative,THE BILL WOULD NOT TRULY HELP THE PEOPLE THAT NEED THE HELP.,,,,
male,70,Oklahoma,Negative,NOBODY CAN DEFINE WHAT IT CLAIMS TO DO AND WHAT IT COSTS.,,,,
female,22,North_Carolina,Negative,BECAUSE I DON'T THINK IT SHOULD BE IN GOVERNMENT HANDS.,,,,
male,60,Alabama,Negative,"GOES WAY TOO FAR IN CONTROLLING THE HEALTHCARE SYSTEM, IT SHOULD BE MORE OF FREE WILL. THE GOVERNMENT DOESN'T DO A GOOD JOB OF CONTROLLING ANYTHING.",,,,
female,59,Louisiana,Negative,"I THINK THAT IT'S TOO EXPENSIVE AND TOO COMPLICATED. SAVE MONEY FIRST, THEN INSTITUTE THE HEALTHCARE. TOO MUCH DEBT FOR CHILDREN AND GRANDSCHILDREN AND ME. I'M SHOCKED THAT THE INTELLIGENT POEOPLE IN WASHINGTON CANNOT FIGURE THIS OUT.",,,,
male,37,West_Virginia,Negative,"DON'T BELIEVE IN SOCIALIZING HEALTHCARE. I BELIEVE IT'S PRIVATIZED, IT SHOULD HAVE MORE COMPETITION. WE HAVE NO COMPETITION IN IT; WE HAVE NO CHOICE BUT TO PAY HIGH PREMIUMS, BUT IF YOU OPEN UP THE GOVERNMENT CONTROLLED INSURANCE THEN EVERYONE WILL BUY INTO IT.",,,,
male,66,New_York,Negative,"THEY ARE TAKING 500 BILLION OUT OF MEDICARE THAT I HAVE CONTRIBUTED TO SINCE 1964 AND GIVING IT TO MEDICARE PEOPLE WHO DON'T CONTRIBUTE ANYTHING. THEY ARE PUTTING TAXES ON PACEMAKERS, TOOTHBRUSHES, AND TAMPONS. AND THAT'S JUST THE BEGINNING.",,,,
female,87,Kansas,Negative,FULL OF LIES AND EXPENSIVE. GOING TO HURT THE ECONOMY. UNTRUE.,,,,
male,65,New_York,Negative,FACTS ARE NOT OUT ON EITHER SIDE; BOTH SIDES ARE PROVIDING OWN SIDES OF THE ISSUE.,,,,
male,53,Florida,Negative,I THINK IT'S TOO EXPENSIVE FOR WHAT IT COVERS.,,,,
female,50,Florida,Negative,THE COST.,,,,
female,59,Minnesota,Negative,I THINK THAT IT'S GOING TO PUSH DOCTORS AND P.A.S OUT OF THEIR PRACTICE. IT WILL HURT OUR ACTUAL HEALTH AND OUR LIVES.,,,,
male,43,Pennsylvania,Negative,"I DON'T WANNA HAVE TO PAY FOR SOMEONE ELSE'S HEALTHCARE, THAT'S WHAT WELFARE IS FOR. I CHOSE A CAREER THAT PAYS FOR MY HEALTHCARE.",,,,
male,18,New_York,Negative,I AM A REPUBLICAN AND BELIEVE IN SMALL GOVERNMENT AND BELIEVE THE GOVERNMENT SHOULD NOT RUN HEALTHCARE.,,,,
female,57,Kentucky,Negative,"I DON'T FEEL ECONOMICALLY IT WILL PAN OUT, I THINK IT WILL TURN OUT TO BE WORSE DOWN THE ROAD.",,,,
male,68,New_York,Negative,"BECAUSE NOBODY CAN GET TOGETHER IN CONGRESS, AND SOME OF THE BILLS HAVE BIG LOOPHOLES IN THEM.",,,,
male,60,Michigan,Negative,IT'S GOING TO COST US TOO MUCH AND WON'T COVER WHAT IS EXPECTED.,,,,
male,60,Illinois,Negative,COST EVERYONE A BUNCH OF MONEY.,,,,
male,67,Missouri,Negative,I DO NOT WANT THE GOVERNMENT RUNNING HEALTHCARE.,,,,
male,70,Maryland,Negative,GOVERNMENT TAKEOVER OF HEALTHCARE.,,,,
male,38,Texas,Negative,HIGH COSTS.,,,,
female,35,Tennessee,Negative,"THERE'S NO GOOD TO TRY, THERE CAN'T BE AN INCENTIVE BECAUSE A LOT OF THE PEOPLE WILL BE PAYING THE TAX PENALTY INSTEAD OF THE HEALTH INSURANCE.",,,,
female,75,Texas,Negative,"I DON'T THINK HE'S LOOKED AT IT TOO MUCH IN DEPTH, OR MAYBE TOO MUCH IN DEPTH, THE BILL IS REALLY HUGE, YOU REALLY HAVE TO KNOW WHAT ALL IS IN IT.",,,,
female,66,South_Carolina,Negative,I DON'T KNOW ANYTHING ABOUT IT.,,,,
female,80,New_York,Negative,ADEQUATE THE WAY IT IS.,,,,
female,79,Massachusetts,Negative,TAXES WILL GO UP.,,,,
male,23,Oklahoma,Negative,DON'T THINK IT'S FAIR.,,,,
male,76,Arkansas,Negative,IT DOESN'T ADDRESS THE COST OF INSURANCE.,,,,
male,69,Ohio,Negative,DON'T LIKE GOVERNMENT TAKING OVER ABORTION.,,,,
male,18,Florida,Negative,BECAUSE I WOULD LIKE THINGS TO STAY THE SAME AS THEY ARE.,,,,
female,57,Georgia,Negative,I DON'T THINK IT DOES ENOUGH FOR THE INDIVIDUAL PERSON. IT FAVORS THE INSURANCE COMPANIES.,,,,
male,37,Iowa,Negative,THERE'S TOO MANY ADD-ONS IN IT THAT AREN'T NECESSARY.,,,,
male,63,Mississippi,Negative,I BELIEVE WE CAN'T AFFORD IT.,,,,
male,62,Alabama,Negative,I THINK EVERYONE SHOULD WORK AND SUPPLY THEIR OWN INSURANCE.,,,,
male,42,Florida,Negative,IT WILL INCREASE PRICES THAT WE PAY FOR DOCTORS.,,,,
male,55,Maryland,Negative,BECAUSE OF ITS EFFECT ON THE ECONOMY.,,,,
female,69,Florida,Negative,IT'S GONNA COST A FORTUNE.,,,,
male,51,Iowa,Negative,BECAUSE I DON'T WANNA HAVE MONEY TAKEN OUT OF MY CHECK TO PAY FOR PEOPLE WHO WON'T WORK,,,,
male,52,Illinois,Negative,"I THINK THEY'RE TRYING TO FIX A PROGRAM THAT ONLY HAS MINOR PROBLEMS. INSTEAD OF REDOING THE ENTIRE THING, THEY SHOULD JUST FIX THE SMALLER PROBLEMS.",,,,
female,73,Maryland,Negative,BECAUSE I THINK IT WILL MAKE THINGS WORSE.,,,,
male,45,Kentucky,Negative,AGAINST UNIVERSAL TAKEOVER OF HEALTHCARE.,,,,
female,43,Georgia,Negative,"I DON'T THINK IT IS HITTING, TOO MANY THINGS HAVE BEEN ADDED TO THE BILL THAT TAINT THE ORIGINAL PURPOSE. SOMETHING HAS GOT TO BE DONE.",,,,
male,47,Kentucky,Negative,THE REASON IS BECAUSE IT'S FULL OF LOOPHOLES AND THEY SAY IT'S NOT 100 PERCENT.,,,,
male,74,Massachusetts,Negative,DON'T WANT GOVERNMENT INVOLVED IN HEALTHCARE.,,,,
male,40,West_Virginia,Negative,"IT'S A LOT LIKE MEDICARE THAT MY PARENTS ARE ON, AND IT'S NOT HELPING THEM OUT.",,,,
female,46,Missouri,Negative,"I WORK IN HEALTHCARE, AND I DON'T THINK IT'S A GOOD PLAN.",,,,
female,39,Missouri,Negative,"MANDATORY, I THINK IT STANDS IT WOULD BE INSANE FOR PEOPLE TO HAVE TO BUY THE INSURANCE AS IT STANDS NOW.",,,,
male,71,Delaware,Negative,"WELL, BECAUSE I THINK A PERSON LIKE ME ON MEDICAID, THAT GETS CAUGHT, I HAVE A SECONDARY INSURANCE AS IT IS.",,,,
female,70,Louisiana,Negative,IT DOESN'T COVER THE ISSUE.,,,,
male,28,New_York,Negative,DON'T FEEL THAT ANYONE SHOULD BE FORCED TO HAVE HEALTHCARE.,,,,
female,38,Pennsylvania,Negative,I DON'T WANT TO SOCIALIZE MEDICINE.,,,,
female,46,Illinois,Negative,"I THINK IT'S GOING TO ENABLE PEOPLE TO BECOME DEPENDENT ON WELFARE, AND THE PEOPLE NOT ON WELFARE ARE GOING TO HAVE TO PICK UP THEIR SLACK.",,,,
female,75,Illinois,Negative,TOO COMPLICATED.,,,,
male,61,Louisiana,Negative,"JUST A BAD BILL, TOO EXPENSIVE. NOBODY HAS READ IT.",,,,
female,34,Maryland,Negative,"THE MAIN REASON IS THAT THE WHOLE SYSTEM DOES NOT NEED TO BE FIXED. I THINK THAT PARTS OF THE SYSTEM CAN BE WORKED ON, BUT IT DOES NOT NEED TO BE COMPLETELY REDONE. ANY ILLEGALS SHOULD NOT BE GIVEN FREE HEALTHCARE.",,,,
female,53,West_Virginia,Negative,COST.,,,,
female,19,Minnesota,Negative,PARENTAL INFLUENCES.,,,,
female,74,Arkansas,Negative,"THE COST OF THE DEBT THAT IT'S GOING TO PUT US INTO. LIKE I SAID, I'M ON SOCIAL SECURITY, I'M ALSO ON MEDICARE, AND THEY'RE GOING TO REDUCE THAT AND TAKE AWAY A LOT OF THINGS THAT GO ALONG WITH IT. THEY'RE FLIM-FLAMMING AROUND. I JUST DON'T THINK THAT THIS HEALTHCARE REFORM IS GOOD FOR ANYBODY ANYWAY AROUND.",,,,
male,60,Pennsylvania,Negative,BECAUSE I'M NOT SURE IT'S GOING TO BE A WORKABLE BILL. I THINK WE NEED TO HAVE A HEATHCARE BILL PASSED BUT WE NEED MORE TIME TO DO IT RIGHT.,,,,
male,70,Michigan,Negative,"THEY DON'T KNOW THE COST AND NOBODY HAS READ THE BILL OR UNDERSTANDS IT, GOING ON STUFF THEY DON'T READ AND CAN'T GIVE YOU A COST OF IT.",,,,
male,35,Michigan,Negative,"I DON'T OPPOSE A HEALTHCARE PER SAY, BUT DO OPPOSE THE ONE CURRENTLY PROPOSED.",,,,
male,46,Texas,Negative,"IT IS SOCIALISTIC AND I AM A CAPITALIST, NOTHING MORE THAN A POWER GRAB FOR DEMOCRATIC LEADERS.",,,,
female,66,Nebraska,Negative,"I AM JUST AFRAID HE IS JUST GOING TO FORGET ABOUT THE SENIORS AND MAKE IT MUCH HARDER FOR US TO GET HEALTHCARE, DO AWAY WITH MEDICARE AND/OR MAKE CUTS.",,,,
male,67,Texas,Negative,I DON'T THINK WE CAN AFFORD THE PRICE TAG. IT'S GOING TO RAISE TAXES AND CAUSE PROBLEMS.,,,,
female,30,Indiana,Negative,"BASICALLY BECAUSE I WORK FOR AN ORTHOPEDIC DOCTOR AND THEY ARE TALKING ABOUT LOWERING THE MEDICARE. IT JUST MAKES THE DOCTORS NOT WANT TO SEE THE PATIENTS AND THEY ONLY TAKE SO MANY PATIENTS ON MEDICAID, SO THEY TRY TO SUPPLEMENT THE NUMBER OF PATIENTS THEY ARE SEEING. I JUST THINK THE DOCTORS WILL MOST LIKELY NOT WANT TO SEE PATIENTS ON MEDICAID.",,,,
male,78,Missouri,Negative,JUST IN GENERAL. ,,,,
male,51,Pennsylvania,Negative,"I DON'T LIKE THE PUBLIC OPTION, THERE'S NO MENTION OF TORT REFORM.",,,,
male,62,Florida,Negative,I DON'T THINK IT IS FAIR.,,,,
male,48,New_Jersey,Negative,IT'S OVERREACHING.,,,,
male,70,Kansas,Negative,GOVERNMENT TAKEOVER.,,,,
female,44,Illinois,Negative,GOVERNMENT CONTROL OF HEALTHCARE.  ,,,,
male,38,Florida,Negative,THE IMPACT THAT IT WOULD HAVE ON CURRENT HEALTHCARE PROVIDERS AND NOT PROVIDING COMPETITION.,,,,
male,77,Texas,Negative,NO FUNDING TO BACK THE BILL.,,,,
male,64,New_Jersey,Negative,IT WILL DESTROY THE HEALTHCARE WE HAVE AND INCREASE PREMIUMS.,,,,
female,49,Maryland,Negative,THE PENALTY FOR NOT HAVING HEALTHCARE OR REQUIRING HEALTHCARE. THE ATTACHMENTS OF OTHER THINGS ON THE BILL THAT IS NOT PART OF IT.,,,,
